input_row_key,Applications_of_AI_id,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number,company_name,company_name_source,company_legal_names,company_commercial_names,main_country_code,main_country,country_source,main_region,main_postcode,main_street,main_city,city_source,primary_email,email_source,primary_phone,phone_source,short_description,description_source,year_founded,year_founded_source,employee_count,employee_count_source,generated_description,generated_business_tags,long_description,business_tags,main_business_category,main_industry,main_sector,company_type,revenue,website_url,website_domain,website_tld,website_language_code,linkedin_url,facebook_url,twitter_url,instagram_url,youtube_url,naics_2022_primary_code,naics_2022_primary_label,naics_2022_secondary_codes,naics_2022_secondary_labels,sic_codes,sic_labels,nace_rev2_codes,nace_rev2_labels,isic_v4_codes,isic_v4_labels,country_validation_verdict,country_validation_confidence,country_validation_method,country_validation_action,source_enrichment_file
428,0d234066-93e5-11eb-8ad6-7326edce8d21,RITTAL A/S,DK,Denmark,Capital Region Of Denmark,Vallensbæk Municipality,2665,Delta Park,37,Rittal,original,RITTAL GmbH & Co. | RITTAL Management GmbH | Rittal K.K. | Rittal North America LLC. | Rittal System. Rittal LLC.,Rittal | Friedhelm Loh Group | Rittal México | Rittal Brasil,DE,Germany,validation,Hesse,35745,Auf Dem Stützelberg,Herborn,final,spaeth.p@rittal.de,original,+49 (0) 2772 505-2527,final,"Rittal is a leading global supplier of enclosure systems, automation and infrastructure with its industrial, IT, energy and power, cooling and service units.",final,1961,original,12000,original,"Rittal, S.A. is a company operating in the energy equipment and solutions sector, specializing in industrial engineering. The company is based in Sabadell, Catalonia, Spain.",System Accessories | Climate Control Products | Electronic Packaging | Software and Services | IT Infrastructure Solutions | Global Service Partner | Power Distribution Equipment | Industrial Enclosures | Enclosure Systems | Data Center Solutions,"Rittal is a German manufacturer of electrical enclosures for use in industrial settings. Founded in 1961, Rittal is a subsidiary of the Friedhelm Loh Group. The name Rittal is derived from the place where the company was founded – Rittershausen in Dietzhölztal. The company headquarters is in Herborn.",Software & Services | Systems Automation | Machinery Manufacturing | Information Technology Services | IT Infrastructure,Renewable energy companies,Renewable energy,Resources & Energy,Private,2681681152,https://www.rittal.com/com-en/,rittal.com,com,en,https://www.linkedin.com/company/rittal,https://www.facebook.com/RittalMexicoOficial/,https://twitter.com/Rittal,https://www.instagram.com/rittal_mx/,https://www.youtube.com/user/RittalAT,335313,Switchgear and Switchboard Apparatus Manufacturing,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,3613,Switchgear and Switchboard Apparatus,27.12 | 27.11,"Manufacture of electricity distribution and control apparatus | Manufacture of electric motors, generators and transformers",2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",PARTIAL_CONFIRMED,0.7,json_ld,KEEP,data_enriched.csv
429,b9b2d1d2-9a09-11ec-9faf-49592d66acb7,RTTD LTD,GB,United Kingdom,England,London,W1B 3HH,Regent Street,207,RTTD,original,,RTTD,DE,Germany,validation,Lower Saxony,49080,Martinistraße,Osnabrück,original,domain@kv-gmbh.de,final,0541-91531010,final,"Rttd.de - Produktvergleich, Information, Bewertung, Empfehlung, Benutzerfreundlichkeit und Nutzererfahrung",original,,missing,,missing,,Household Linen and Fabrics | Assessment Services | Polyester Furniture | User Experience Design Services | Recommendation Services | Review Services | Productivity Platform | Information Services | Product Comparison Service | Modern Metal Wall Shelves | Transparency Services,"Zudem können sie Preise und Angebote leicht vergleichen, was zu potenziellen Kosteneinsparungen führen kann. Darüber hinaus ist es wichtig, dass die Online-Tests benutzerfreundlich und barrierefrei gestaltet sind, um eine zuverlässige und faire Bewertung der Teilnehmer zu gew. Dazu gehören Social-Media-Werbung, Suchmaschinenoptimierung und gezielte Werbekampagnen. Weiter zum Produkt möbel direkt online Metalldekoration ""Stern"" Richi. Trendige Metalldekoration aus Eisen mit einer rostigen Oberfläche, in Form eines Sternes. Durch die zunehmende Digitalisierung sind Online-Verbindungen zu einem integralen Bestandteil des modernen Lebens geworden.",Online Banking | Electronic Banking | Online Marketing,Furniture Stores,Furniture,Home Products,Private,,https://www.rttd.de/,rttd.de,de,de,,,,,,449110,Furniture Retailers,,,5961 | 5712 | 5961 | 5963 | 5021 | 5411 | 5431 | 5421 | 5142 | 5961,"Catalog and Mail-Order Houses (electronic auctions) | Furniture Stores (except custom furniture and cabinets) | Catalog and Mail-Order Houses (mail-order houses) | Direct Selling Establishments (except mobile food services and food wagons) | Furniture (furniture sold via the retail method) | Grocery Stores (frozen food and freezer plan providers) | Fruit and Vegetable Markets (temporary fruit and vegetable stands) | Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners) | Packaged Frozen Foods (frozen food sold via retail method) | Catalog and Mail-Order Houses (electronic shopping web sites)",47.89 | 47.91 | 47.99 | 47.59 | 47.54,"Retail sale via stalls and markets of other goods | Retail sale via mail order houses or via Internet | Other retail sale not in stores, stalls or markets | Retail sale of furniture, lighting equipment and other household articles in specialised stores | Retail sale of electrical household appliances in specialised stores",4759 | 4789 | 4791 | 4799,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores | Retail sale via stalls and markets of other goods | Retail sale via mail order houses or via Internet | Other retail sale not in stores, stalls or markets",CONFIRMED,1.0,tld,KEEP,data_enriched.csv
429,c4604bd0-9a80-11ed-b4fe-8df6feb9e74c,RTTD LTD,GB,United Kingdom,England,London,W1B 3HH,Regent Street,207,RTTD Studio,original,,RTTD Studio,DK,Denmark,validation,Poltava Oblast,36000,,Poltava,original,,missing,,missing,The company provides services for the creation of websites and web applications using the latest systems in the field of Web technologies.,original,,missing,4,original,"The company is a web agency that specializes in creating websites and web applications using the latest web technologies. Their services include website design and creation, web application development, CMS website creation using WordPress, search engine optimization (Seo), digital marketing, social media marketing, and domain registration. With an experienced team, they provide tailored solutions to meet the evolving needs of their clients.",Social Media Marketing Services | Search Engine Optimization Services | Digital Marketing Services | Cms Website Development | Web Application Development,"The company provides services for the creation of websites and web applications using the latest systems in the field of Web technologies. We provide services:Design and creation of websites
Design and creation of web applications
Creating a site on CMS WordPressSearch Engine Optimization (SEO)Digital marketing
Marketing in social networks
Domain registrationA web agency that brings together all the skills to support its clients in developing their custom websites. With an experienced team, our agency clearly identifies the ever-changing needs of its clients and offers appropriate solutions.",Digital Marketing & SEO | Web Applications | Website & Web Apps,Web Development Agencies,Digital Agencies,Advertising & Marketing,Private,45757,,,,,http://www.linkedin.com/company/rttd-studio,,,,,541511,Custom Computer Programming Services,,,7371,Computer Programming Services,62.01,Computer programming activities,6201,Computer programming activities,MISSING_FILLED,1.0,page_text_country,FILL_COUNTRY,data_enriched.csv
429,f6e28875-0e7a-11ef-b07f-57006edc0fa1,RTTD LTD,GB,United Kingdom,England,London,W1B 3HH,Regent Street,207,Rttd,original,,Rttd,,Syria,original,Rif Dimashq Governorate,,,Darayya Subdstrict,original,,missing,,missing,"Rttd is a book store based in Darayya Subdstrict, Syria.",original,,missing,,missing,"Rttd is a book store located in Darayya Subdistrict, Rif Dimashq Governorate, Syria.",News Dealers | Book Retail Services | Bookstore,,,Book Stores,Books Printing & Stores,Other Nondurable Products,Private,,,,,,,,,,,459210,Book Retailers and News Dealers,,,5961 | 5192 | 5942 | 5994 | 5142 | 5431 | 5421 | 5963 | 5961 | 5411 | 5961,"Catalog and Mail-Order Houses (mail-order houses) | Books, Periodicals, and Newspapers (sold via retail method) | Book Stores | News Dealers and Newsstands | Packaged Frozen Foods (frozen food sold via retail method) | Fruit and Vegetable Markets (temporary fruit and vegetable stands) | Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners) | Direct Selling Establishments (except mobile food services and food wagons) | Catalog and Mail-Order Houses (electronic auctions) | Grocery Stores (frozen food and freezer plan providers) | Catalog and Mail-Order Houses (electronic shopping web sites)",47.89 | 47.91 | 47.62 | 47.61 | 47.99,"Retail sale via stalls and markets of other goods | Retail sale via mail order houses or via Internet | Retail sale of newspapers and stationery in specialised stores | Retail sale of books in specialised stores | Other retail sale not in stores, stalls or markets",4761 | 4789 | 4791 | 4799,"Retail sale of books, newspapers and stationary in specialized stores | Retail sale via stalls and markets of other goods | Retail sale via mail order houses or via Internet | Other retail sale not in stores, stalls or markets",insufficient_data,0.0,,NO_ACTION,data_enriched.csv
43,5ebc1d30-e771-11ec-b6db-99c530ad056f,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204,Appdynamics,original,,Appdynamics,US,United States,validation,California,94158,Terry A. François Boulevard,San Francisco,final,info@appdynamics.com,original,33158045471,original,Learn more about the AppDynamics business observability platform and how it delivers business context to Cisco full-stack observability,original,,missing,593,final_added,"AppDynamic, legally known as AppDynamics International Ltd., headquartered in San Francisco, California, is a company specializing in business observability platforms. The company provides a comprehensive suite of tools designed to help businesses optimize their backend operations and enhance their digital transformation. AppDynamics offers application performance monitoring (Apm), cloud monitoring, network performance monitoring, and security automation. The platform integrates real-time insights to correlate performance metrics with business outcomes, ensuring seamless user experiences and maintaining high-quality software delivery. AppDynamics serves a wide range of industries, including financial institutions, insurance companies, retail, automotive, government, and healthcare, among others.",Cloud-based Application Management Platform | Onsite Solutions | Technical and Performance Issue Addressing | Business Observability Platform | Real-time Business Revenue Insights | Digital Transformation | Dynamic Management of Applications | Sustainability and Energy Efficiency Focus | Network Functions Management,"We help businesses thrive by turning performance into profit. The AppDynamics Business Observability Platform helps you see, understand, and optimize your back end operations to accelerate your organization's evolution within today's digital economy. Powered by Cisco, AppDynamics is on a mission to help companies see their technology through the lens of the business so they can work as one to prioritize what matters most. We're reinventing the observability space and simplifying the challenge of digital transformation for the world's largest enterprises. In this era of unprecedented digital growth, the AppDynamics Business Observability Platform transforms organizations faster by providing business context deep into the technology stack, aligning teams around shared priorities, and enabling technologists to act with confidence and control. We believe that every tech decision is a business decision. As a key driver of Cisco's future, we're helping companies tackle the most urgent challenges of digital transformation with better-informed decisions that accelerate innovation in a multi-cloud world.",Cloud Migration | User Experience | Micro Services | Cloud Native Applications | Cloud Native | Cloud Monitoring | Microsoft Azure | Infrastructure & Cloud | Sap Monitoring | Application Security,Tech Companies,Software & IT Services,IT&C Services,Private,,https://btimw.org/,btimw.org,org,en,https://www.linkedin.com/company/appdynamics,https://www.facebook.com/AppDynamics-193264136815/,https://twitter.com/appdynamics,,https://www.youtube.com/channel/UCTL2V4fqMMERSWQa1kT4EMw,541512,Computer Systems Design Services,,,7373 | 7379,"Computer Integrated Systems Design | Computer Related Services, NEC (computer systems consultants)",62.03 | 62.02,Computer facilities management activities | Computer consultancy activities,6202,Computer consultancy and computer facilities management services,CONFIRMED,0.83,json_ld,KEEP,data_enriched.csv
43,53387611-2d31-11ed-90b3-690faa09a1a7,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204,AppDynamics,original,,AppDynamics,,,original,,,,,missing,gulfam886@gmail.com,original,,missing,Monitoring Evaluation and Implementation Consultants,original,,missing,,missing,"IT Consulting is an IT consulting company that specializes in providing innovative technology consulting services for business operations needs. They offer a range of services, including monitoring solution implementation, evaluation of application and infrastructure monitoring, customer experience, and business transformation. Their focus is on helping clients accelerate, optimize, and transform their organizations better and faster through the use of artificial intelligence, automation, and machine learning technologies. They are highly specialized in deploying, upgrading, and configuring on-premise and SAAS APM solutions such as AppDynamics, IBM APM, and Dynatrace. Additionally, they provide managed IT services, cyber security, network solutions, and support consulting to ensure business continuity. Their approach is to consider their clients' business needs as their own and deliver the best solutions to manage IT operations and support.",Network Automation Tools Implementation and Upgrades | IT Operations Support | Backbox Testing | Network Configuration Backup | On-premise and SAAS APM Solutions | Disaster Recovery Design | Business Transformation | IBM Qradar Setup and Management | Managed IT Services | Customer Experience Enhancement | Cybersecurity Services | Evaluation of Application and Infrastructure Monitoring | Monitoring Evaluation and Implementation Consultants | Machine Learning Implementation | Monitoring Solution Implementation,"Enjoy groundbreaking digital experiences with next generation of IT delivery operations. We specialize in Monitoring Solution Implementation, Evaluation of Application and Infrastructure monitoring, customer experience and business transformation. Our focus is to help our clients accelerate, optimize and transform their organizations better and faster. Artificial Intelligence ,Automation and Machine Learning technologies transforming the business beyond expectation and doing significant improvement in business profits through out IOT(Internet of Things) and We are the best Consultant in this field. Helping Clients Focus on Customers Experience and provide Significant Service and Business Intelligence. We are Highly specialized in Deployment, Upgrade and configuration of on-premise and SAAS APM Solutions like AppDynamics, IBM APM, Dynatrace etc. + Learn More. Our approach is to consider your business needs as our very own and to deliver best solutions to manage IT-Operations and Support + Learn More.",,Tech Companies,Software & IT Services,IT&C Services,Private,,https://appdynamics.shop/,appdynamics.shop,shop,en,,,,,,541512,Computer Systems Design Services,,,7373 | 7379,"Computer Integrated Systems Design | Computer Related Services, NEC (computer systems consultants)",62.03 | 62.02,Computer facilities management activities | Computer consultancy activities,6202,Computer consultancy and computer facilities management services,insufficient_data,0.0,,NO_ACTION,data_enriched.csv
43,f7b252d4-fa1c-11ec-83db-47cce081a4ab,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204,AppDynamic,original,AppDynamics International Ltd.,AppDynamic | Appdynamics,US,United States,validation,England,TW14 8HA,New Square,San Francisco,final,privacy@appdynamics.com,original,33158045471,original,"The AppDynamics Business Observability Platform helps you see, understand, and optimize your back end operations to accelerate your organization’s evolution",original,,missing,593,final_added,"AppDynamics is a company that provides a business observability platform aimed at helping businesses optimize their operations and improve their digital transformation. The platform offers real-time insights into application performance, infrastructure, and network performance, enabling organizations to correlate performance metrics with business outcomes. It supports various environments, including on-premise, hybrid, and cloud-native, and provides tools for monitoring and managing application performance, security, and user experience. AppDynamics is integrated with major cloud platforms such as AWS, Azure, and GCP, and supports microservices and SAP monitoring. The platform is designed to help businesses make informed decisions and enhance operational efficiency.",Business Observability Platform | Application Performance Monitoring | Cloud Infrastructure Management | Full-stack Observability | Network Security Automation and Adaptation Solutions | Real-time Business Revenue Insights | Digital Transformation,"We help businesses thrive by turning performance into profit. The AppDynamics Business Observability Platform helps you see, understand, and optimize your back end operations to accelerate your organization's evolution within today's digital economy. Powered by Cisco, AppDynamics is on a mission to help companies see their technology through the lens of the business so they can work as one to prioritize what matters most. We're reinventing the observability space and simplifying the challenge of digital transformation for the world's largest enterprises. In this era of unprecedented digital growth, the AppDynamics Business Observability Platform transforms organizations faster by providing business context deep into the technology stack, aligning teams around shared priorities, and enabling technologists to act with confidence and control. We believe that every tech decision is a business decision. As a key driver of Cisco's future, we're helping companies tackle the most urgent challenges of digital transformation with better-informed decisions that accelerate innovation in a multi-cloud world.",,Hosting & Cloud Infrastructure Providers,Telecommunication Services,IT&C Services,Private,,http://stluciakitefiesta.com/,stluciakitefiesta.com,com,en,https://www.linkedin.com/company/appdynamics,https://www.facebook.com/AppDynamics-193264136815/,https://twitter.com/appdynamics,,https://www.youtube.com/channel/UCTL2V4fqMMERSWQa1kT4EMw,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,,7374 | 7379 | 7389,"Computer Processing and Data Preparation and Processing Services | Computer Related Services, NEC (disk conversion services) | Business Services, NEC (microfilm services)",74.2 | 63.11,"Photographic activities | Data processing, hosting and related activities",6311 | 7420,"Data processing, hosting and related activities | Photographic activities",CONFLICT,0.83,json_ld,CORRECT_COUNTRY,data_enriched.csv
43,1b534d18-93e5-11eb-be3a-7f925cb94351,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204,AppDynamics,original,AppDynamics International Ltd. | AppDynamics LLC. | AppDynamics Inc,AppDynamics,US,United States,validation,California,94107,2nd Street,San Francisco,final,info@appdynamics.com,original,2005 - 2026,final,"Our Business Observability platform speeds digital transformation by providing business context deep into the technology stack, aligning teams around shared priorities and enabling technologists to act with confidence on what matters most to the business.",final,2008,original,1300,original,"AppDynamics, legally known as AppDynamics International Ltd., headquartered in San Francisco, California, is a company specializing in business observability platforms and digital transformation solutions. The company provides real-time insights and business context to enhance application performance monitoring (Apm), cloud migration, and digital experience monitoring. AppDynamics supports various environments, including on-premise, hybrid, and cloud-native, and offers solutions for SAP monitoring, serverless applications, and network performance. Their platform aims to optimize business outcomes by delivering proactive and predictive visibility across the entire tech stack.",Network Performance Monitoring | Infrastructure Visibility | IT Operations Analytics | System Monitoring Solutions | Application Diagnostics | Code Level Performance Profiling | Performance Baseline Analytics | Automated Anomaly Detection | Cloud Monitoring Services | Enterprise Application Monitoring | Real User Monitoring | Application Performance Management | End User Experience Tracking | Business Performance Monitoring | Application Mapping,"AppDynamics is a full-stack application performance management (APM) and IT operations analytics (ITOA) company based in San Francisco. The company focuses on managing the performance and availability of applications across cloud computing environments, IT infrastructure, network architecture, digital user experience design, application security threat detection, observability, and data centers. In March 2017, AppDynamics was acquired by Cisco for $3.7 billion. The software intelligence platform is used in enterprise and public sector SaaS applications such as the financial service sector, healthcare, telecom, manufacturing, and government for full-stack observability and IT infrastructure monitoring.",User Experience | Performance Insights | Digital Experience Monitoring | Application Performance Monitoring | Cloud Monitoring,Mobile App Agencies,Software & IT Services,IT&C Services,Private,143800000,https://www.appd.com/,appd.com,com,en,https://www.linkedin.com/company/appdynamics,https://www.facebook.com/AppDynamics-193264136815/,https://twitter.com/appdynamics,,https://www.youtube.com/user/CiscoJapan,541511,Custom Computer Programming Services,541512,Computer Systems Design Services,7371,Computer Programming Services,62.01,Computer programming activities,6201,Computer programming activities,PARTIAL_CONFIRMED,0.46,json_ld,KEEP,data_enriched.csv
43,8ed45cfd-1816-11f0-a28a-498664fbecd3,APPDYNAMICS UK LTD,GB,United Kingdom,England,London,SE1 3TQ,Bermondsey Street,194-204,AppDynamicsTech,original,,AppDynamicsTech | AppDynamics,US,United States,validation,Campania,80051,Via Antonio Coppola,Palma Campania,original,,missing,,missing,"With a blend of strategy, creativity, and technology, we help brands make a lasting impact in the digital world.",original,,missing,,missing,"AppDynamicsTech is a company specializing in custom web design and development, strategic brand solutions, user experience (UX) design, digital marketing, and SEO services. They focus on transforming creative ideas into effective digital solutions, providing tailored websites that reflect brand essence and enhance online presence. With a commitment to results-driven solutions, AppDynamicsTech has completed over 150 projects and maintains a high client satisfaction rate. Their services aim to empower businesses to grow and succeed by delivering impactful digital tools.",,"Empower your agency with a versatile theme that adapts to your needs, turning creative ideas into stunning websites. Build a strong online presence and take your brand to the next level with seamless design and functionality. Our services are designed to turn your creative ideas into effective digital solutions. We specialize in crafting unique, adaptable websites that reflect your brand's essence and help establish a powerful online presence. Whether you're looking to build from scratch or revamp your existing digital landscape, we provide seamless design and functionality that brings your vision to life. Strategic Brand Solutions: We go beyond aesthetics, integrating strategy and creativity to amplify your brand's message. User Experience (UX) Design: Enhancing customer engagement with intuitive designs that create meaningful interactions. – Digital Marketing & SEO Services: Boost your online visibility with our targeted digital marketing and SEO strategies. – Ongoing Support & Maintenance: We're here for you beyond launch, providing continuous support to keep your digital assets at their best.",,Web Development Agencies,Digital Agencies,Advertising & Marketing,Private,,https://appdynamicstech.org/,appdynamicstech.org,org,en,,,,,,541511,Custom Computer Programming Services,,,7371,Computer Programming Services,62.01,Computer programming activities,6201,Computer programming activities,CONFLICT,1.0,html_lang,CORRECT_COUNTRY,data_enriched.csv
430,121f310c-93e5-11eb-b997-8dd98d09cf25,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E,Escape,original,Escape Company,Escape | Escape Project Professionals,DK,Denmark,validation,Central Denmark Region,8000,Mariane Thomsens Gade,Aarhus C,final,contact@escape.company,original,4541254199,original,And they discover that there's a much better way to engage external consultants.,original,2017,original,10,original,"Escape, legally known as Escape Company, is a consultancy firm based in Aarhus, Central Denmark Region. The company specializes in providing external project professionals to ambitious companies, ensuring project success through specialized expertise. Escape Company is known for its experienced and well-recommended project professionals, who are carefully selected for their personal characteristics and impact on the company's reputation. The firm focuses on innovative product development with sustainability in mind and offers solutions to unforeseen circumstances in project planning.",Large-scale Agile Transformations | Project Management Services | Specialized External Help | Coaching and Guidance | Project Management Consulting Services | Unforeseen Circumstances | Innovative Product Development with Sustainability Focus | Innovation Program Execution,"Escape Company is a team of project professionals based in Denmark. Our success lies in helping companies implement complex projects, agile transformations and innovation management. As our name suggests, we offer a refreshingly different way to help you get things done. By trusting your projects to us, you escape all the headaches and gain extra pairs of friendly, experienced hands. It's as simple as that. Contact us and hear more about our ‘traditional' project management capabilities, how we can confidently coach and guide your business through a full-scale agile transformation. Or, how we help you design and execute a full-on innovation programme, from napkin sketch to product launch.",Project Management | Business Consulting | Scaled Agile | Confidence Coaching | Management Consulting Services,Business Consulting,Business Consulting,Other Professional Services,Private,1971545,https://escape.company/,escape.company,company,en,https://www.linkedin.com/company/escapecom,,,,,541611,Administrative Management and General Management Consulting Services,,,8742,Management Consulting Services (administrative management and general management consulting),70.21 | 70.22,Public relations and communication activities | Business and other management consultancy activities,7020,Management consultancy activities,CONFIRMED,0.8,json_ld,KEEP,data_enriched.csv
430,6031fdf2-2973-11ef-a8b1-031a0f6b979e,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E,Hillerup Brøndboring v Carlo Nielsen,original,,Hillerup Brøndboring v Carlo Nielsen,DK,Denmark,original,Region Of Southern Denmark,6760,Hillerupvej,Ribe,original,,missing,4575431826,original,,missing,,missing,,missing,"Hillerup Brøndboring v/Carlo Nielsen is a company located in Ribe, Denmark, within the Region of Southern Denmark.",Support Activities for Coal Mining Industry | Support Activities,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_data,0.0,,NO_ACTION,data_enriched.csv
430,03a33160-6ce5-11ec-a235-43a77bc58316,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E,WI Industrial Display,original,,WI Industrial Display | WI Industrial,DK,Denmark,validation,Central Denmark Region,8000,Mariane Thomsens Gade,Aarhus,original,info@wiind.org,final,4530302550,final,We are a trusted and dedicated partner in international Wind Energy recruiting - specializing in Onshore & Offshore Wind.,final,,missing,1,original,"WI Industrial Display is a recruitment agency based in Aarhus, Central Denmark Region. The company specializes in recruiting technical and administrative positions within the wind energy sector, including roles such as turbine technicians, installation technicians, service technicians, blade technicians, high voltage technicians, site coordinators, project managers, HSE officers, HSE managers, head of regions, site managers, and sales managers. With over 15 years of experience, WI Industrial Display is recognized as a leading recruitment specialist in the wind industry.",Recruitment Services for Wind Energy Industry | Job Opportunity Notification | Prints of Clients in Action | Administrative Jobs | Project Management | Hse Management | Photography Slides for Art Show Applications | Career Portal | Managerial Staff Recruitruitment | Sales Manager | Industrial Display Services | Site Coordination | Candidate Database | Printing Services | Recruitment of Specialists | Photography & Weddings | Family Portrait Photography Services,"The way he could capture a special moment, beautiful landscape or someone's personality on paper always seemed a little bit like magic. With a Master of Fine Arts from California Institute of the Arts focusing on portrait photography, I've developed that magic in my photography style. Whether it's a graduation, wedding, new baby, family portrait or other event you'd like captured, I'd be delighted to apply that magical touch through amazing art photography. Whether you need new slides for an art show application, shots of you in action for your studio's website or just want to capture your beautiful art collection, I can get the photos you need with the spirit you're looking for without compromising your artistic vision. We've worked with dozens of artists and fine art collectors over the years to document their artwork. My photography will help you capture the magic of the moment, whether it's a graduation, wedding, anniversary, baptism or similar special moment in your life.",Industrial Display | Art Photography | Master Of Fine Arts | Moments Captured | Portraits Photography | Family And Portraits | Fine Arts | Photography Styles | Art Collecting | Art Showings,Employment Agencies & HR Consulting,HR Services,Other Professional Services,Private,88133,https://wiind.org/index,wiind.org,org,en,http://www.linkedin.com/company/wiind,,,,,561311,Employment Placement Agencies,541921,"Photography Studios, Portrait",7922 | 7299 | 7361 | 7819,"Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (casting agencies and television employment agencies) | Miscellaneous Personal Services, NEC (babysitting bureaus) | Employment Agencies (except executive placement services) | Services Allied to Motion Picture Production (casting bureaus)",78.1,Activities of employment placement agencies,7810,Activities of employment placement agencies,PARTIAL_CONFIRMED,0.69,page_text_country,KEEP,data_enriched.csv
430,8bb3945c-12e7-11ec-92c5-236cf59fc383,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E,Hillerup Grafisk Design,original,,Hillerup Grafisk Design,DK,Denmark,validation,,,,,missing,henrik@hillerup.com,original,4526361234,original,"Henrik har været vores freelancer igennem mere end et årti, og det er stadig en ren fornøjelse.",original,,missing,1,original,"Hillerup Grafisk Design is a graphic design company founded by Henrik Hillerup, a graphic designer originally trained in Typotekniker and later working at an advertising agency. The company specializes in providing graphic design services for marketing, websites, webshops, and overall visual identity. Hillerup Grafisk Design operates from offices in Gammel Mønt in Copenhagen K and in Dragør at Framehouse, a sustainable commercial and office community. The company has been in operation since 1993 and has a reputation for creativity, professionalism, and timely delivery of projects.",Graphic Design Services | Visual Identity Services | Marketing Services | Website Development Services,"Jeg hedder Henrik Hillerup og jeg kan hjælpe dig og din virksomhed med at få styr på de grafiske detaljer i forbindelse med din markedsføring, hjemmeside, webshop og overordnede visuelle identitet. Derefter en hurtig tur forbi grafisk højskole, for så at starte som selvstændig i 2001.",,Graphic Design,Graphic Design,Advertising & Marketing,Private,156240,https://hillerup-design.com/,hillerup-design.com,com,da,,,,https://www.instagram.com/hillerup_grafisk_design/,,541430,Graphic Design Services,,,7336 | 8099,"Commercial Art and Graphic Design | Health and Allied Services, NEC (medical artists)",74.1,Specialised design activities,7410,Specialized design activities,CONFIRMED,1.0,language,KEEP,data_enriched.csv
430,7f97d223-2c88-11ef-93fc-330634d134dc,BRINTH & HILLERUP A/S,DK,Denmark,Central Denmark Region,Aarhus,8000,Mariane Thomsens Gade,2E,Hillerup Gredstedbro,original,,Hillerup Gredstedbro,DK,Denmark,original,Region Of Southern Denmark,6760,,Ribe,original,,missing,,missing,,missing,,missing,,missing,"Hillerup (Gredstedbro) is a bus stop located in Ribe, Denmark, within the Region of Southern Denmark.",Bus Transportation Services,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_data,0.0,,NO_ACTION,data_enriched.csv
431,5d42a8d2-f9d6-11ec-be61-8fd2b29bbf2d,SAGEMCOM BROADBAND SAS,FR,France,Ile-de-France,Rueil-Malmaison,92500,Route De L'Empereur,250,Sagemcom Broadband SAS.,original,Sagemcom Broadband SAS.,,,,original,,,,,missing,,missing,,missing,,missing,,missing,,missing,"Sagemcom is a telecommunications company that offers a wide range of services to its customers. They provide high-speed internet access for both residential and business customers, with speeds of up to 1Gbps and speeds up to 10Gbps.",Telecommunications Services | Router Solutions Provider | Broadband Services,,,Cable & Internet Providers,Telecommunication Services,IT&C Services,Private,,http://sherproductions.com/0.1/gui/,sherproductions.com,com,en,,,,,,517112,Wireless Telecommunications Carriers (except Satellite),,,4812 | 4899 | 4812,"Radiotelephone Communications (cellular carriers) | Communications Services, NEC (ship to shore broadcasting carriers) | Radiotelephone Communications (paging carriers)",61.2,Wireless telecommunications activities,6120,Wireless telecommunications activities,insufficient_data,0.0,,NO_ACTION,data_enriched.csv
431,0bbe2320-f6e4-11ed-bef5-153808621c63,SAGEMCOM BROADBAND SAS,FR,France,Ile-de-France,Rueil-Malmaison,92500,Route De L'Empereur,250,Sagemcom,original,,Sagemcom,,Morocco,original,Casablanca-Settat,20100,,Casablanca,original,,missing,2.12523E+11,original,,missing,,missing,,missing,"The Sagemcom business is categorized under ""Other"" and is associated with the company Sagemcom. The business is located in Casablanca, Morocco.",Telephone Apparatus Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,insufficient_data,0.0,,NO_ACTION,data_enriched.csv
